,AAPL,ABEV,ABT,ADBE,ADP,AGRO,AIG,AMD,AMGN,AMX,AMZN,ARCO,AUY,AVY,AXP,AZN,BA,BABA,BAC,BBD,BBVA,BCS,BG,BHP,BIDU,BIIB,BMY,BP,BRFS,BSBR,C,CAR,CAT,CBD,CDE,CHA,CHL,CL,COST,CRM,CS,CSCO,CVX,CX,DD,DE,DEO,DESP,DIS,EBAY,ERIC,ERJ,FB,FCX,FDX,FMX,GE,GGB,GILD,GLOB,GOLD,GOOGL,GRMN,GS,GSK,HD,HL,HMC,HMY,HNP,HON,HPQ,HSBC,IBM,IBN,INFY,ING,INTC,ITUB,JD,JNJ,JPM,KMB,KO,KOF,LLY,LMT,LVS,LYG,MCD,MDT,MELI,MMM,MO,MRK,MSFT,MSI,NEM,NFLX,NGG,NKE,NOK,NUE,NVDA,NVS,OGZPY,ORCL,PBR,PEP,PFE,PG,PTR,PYPL,QCOM,RDSB.L,RIO,RTX,SAP,SBS,SBUX,SID,SIEGY,SLB,SNA,SNAP,SNE,SNP,SUZ,T,TEF,TGT,TIIAY,TM,TMO,TOT,TRIP,TRV,TSLA,TSM,TSU,TWTR,TX,TXN,UGP,UN,USB,V,VALE,VIV,VOD,VRSN,VZ,WFC,WMT,X,XOM,XRX,YELP,YZCAY
,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,60.35,2.18,79.45,293.61,128.57,3.61,20.46,42.59,205.41,10.82,1906.59,3.04,3.08,93.61,73.6,43.96,124.52,187.11,20.03,3.55,2.93,3.89,37.17,36.59,97.2,300.51,55.53,24.72,2.86,4.47,37.49,10.58,114.67,11.73,3.12,32.39,39.11,67.62,288.65,134.31,7.74,39.06,75.11,1.74,31.87,135.52,121.24,6.21,93.88,29.41,7.72,6.39,154.18,6.32,109.22,57.47,6.73,1.73,78.21,72.65,19.95,1092.7,71.56,146.93,37.14,178.7,1.7,19.86,2.11,13.5,127.45,14.48,24.33,106.34,7.23,7.56,4.93,54.13,3.9,39.89,134.17,84.05,129.92,43.83,38.48,139.66,350.5,37.92,1.29,160.33,86.27,454.47,133.79,37.41,76.25,153.83,126.62,47.15,361.76,51.22,78.86,2.97,35.65,243.91,83.64,4.93,49.4,5.76,124.59,33.64,115.08,37.98,92.39,65.23,1418.4,45.04,49.93,105.19,6.34,63.05,1.15,41.15,14.29,95.52,11.06,57.48,51.53,7.38,27.46,4.42,92.57,4.04,115.0,282.21,35.67,15.7,93.89,96.0,47.06,11.59,23.09,11.61,99.98,2.12,47.7,31.19,151.85,7.58,9.51,13.54,182.69,54.7,26.23,119.48,5.96,39.21,16.9,17.13,7.68
2020-04-06,65.62,2.23,82.73,319.13,139.65,3.88,21.52,47.52,211.58,11.43,1997.59,3.24,3.28,100.42,83.87,44.31,148.77,196.45,21.39,3.96,3.14,4.23,38.27,38.9,102.94,311.39,57.87,25.05,3.31,4.93,41.12,12.36,120.43,12.41,3.48,34.14,40.17,70.5,305.12,147.55,8.31,41.43,80.39,1.95,35.39,143.49,126.41,6.63,99.58,31.18,7.97,6.74,165.55,7.19,119.02,60.14,7.23,1.84,77.73,89.51,20.55,1183.19,75.44,158.23,37.91,191.33,1.87,21.48,2.42,13.3,134.0,15.0,25.43,114.82,8.03,8.25,5.48,58.43,4.17,41.56,139.76,89.46,133.15,46.67,40.22,141.61,367.95,40.7,1.42,177.04,94.09,506.16,140.7,37.28,80.31,165.27,140.9,50.11,379.96,53.45,84.63,3.16,37.51,268.4,85.73,5.02,51.49,6.14,131.16,34.57,117.81,38.5,101.67,70.95,1436.4,46.34,57.56,112.01,6.78,67.79,1.21,44.78,15.67,106.06,12.16,60.87,51.67,7.55,29.44,4.78,97.51,4.24,122.41,304.0,37.21,16.79,98.98,103.25,49.97,12.55,24.93,12.2,108.96,2.38,49.22,34.37,169.44,8.11,9.91,14.31,195.85,56.7,28.63,126.07,6.35,40.47,18.71,19.39,7.94
2020-04-07,64.86,2.37,81.93,308.93,136.96,4.14,23.26,47.56,208.78,11.75,2011.6,3.39,3.36,104.16,87.58,43.1,141.58,198.0,22.14,4.12,3.09,4.53,38.02,38.52,101.79,301.21,56.9,24.8,3.36,5.19,41.25,13.87,121.92,12.66,3.21,34.07,40.13,69.04,303.63,145.07,8.39,40.64,80.92,2.06,37.26,142.82,126.47,6.98,101.24,31.62,7.8,6.8,168.83,7.59,115.95,59.24,7.03,1.97,74.67,94.36,20.31,1182.56,74.23,166.02,37.53,192.29,1.8,21.7,2.4,13.6,135.24,15.12,25.6,114.94,8.3,8.38,5.65,58.4,4.38,41.99,137.48,90.64,131.39,46.51,41.16,141.88,355.28,42.7,1.45,175.59,94.46,525.67,144.6,38.48,78.56,163.49,142.44,49.96,372.28,52.57,84.16,3.16,37.32,259.03,83.99,4.92,50.76,6.32,130.48,33.61,112.77,37.59,100.28,72.73,1486.0,45.73,57.76,111.83,7.36,68.71,1.27,45.47,16.47,109.83,12.1,60.66,50.86,7.08,30.08,4.79,98.26,4.08,121.9,296.58,36.42,16.77,100.78,109.09,49.72,12.95,25.61,12.29,106.26,2.51,48.77,34.45,168.59,8.38,9.85,14.12,190.95,56.98,28.77,121.99,6.46,41.24,18.61,19.46,7.85
2020-04-08,66.52,2.41,84.95,317.18,138.53,4.27,24.13,48.79,219.19,11.59,2043.0,3.54,3.38,110.21,92.08,43.85,146.87,195.98,23.45,4.38,3.19,4.57,39.44,39.31,97.33,316.95,58.25,25.39,3.35,5.36,44.26,14.42,127.4,12.85,3.39,33.68,39.87,70.22,305.97,151.12,8.47,41.74,85.98,2.12,38.86,146.77,127.66,7.4,101.07,33.01,8.07,7.18,174.28,8.03,125.54,59.5,7.3,2.14,74.99,97.57,20.41,1207.0,77.36,176.96,38.08,194.82,1.83,22.13,2.47,14.23,139.25,15.72,26.01,119.29,8.64,8.48,5.76,58.98,4.68,41.17,143.26,94.3,132.64,47.82,41.99,146.22,361.41,46.55,1.51,177.49,99.28,544.0,148.99,40.13,81.62,165.13,147.77,50.53,371.12,54.42,85.3,3.24,39.05,266.95,85.62,5.12,52.13,6.81,132.61,34.6,115.1,38.12,105.06,73.33,1450.6,46.0,62.62,115.02,7.74,71.57,1.37,44.53,17.28,116.42,13.22,62.11,51.18,7.41,29.89,4.83,104.63,4.07,123.54,307.15,37.1,17.42,104.94,109.77,50.27,13.18,27.86,13.05,110.17,2.68,49.49,35.65,174.94,8.44,10.21,13.85,193.2,57.8,30.28,121.84,6.76,43.85,19.26,21.64,7.86
2020-04-09,67.0,2.4,86.04,318.7,142.52,4.55,26.54,48.38,218.21,11.49,2042.76,3.99,3.72,115.03,94.82,44.66,151.84,196.37,24.86,4.37,3.23,4.88,40.83,39.51,99.0,321.05,58.91,24.9,3.56,5.44,47.41,15.95,125.03,12.43,4.14,33.55,39.28,69.91,300.01,154.55,8.87,41.2,84.31,2.25,40.78,145.75,133.55,7.65,104.5,33.83,8.12,7.58,175.19,8.19,122.29,60.07,7.14,2.14,73.51,92.9,22.51,1206.57,78.65,184.26,38.88,201.53,2.1,22.33,2.67,14.29,143.43,15.97,26.76,121.5,9.04,8.52,5.93,57.14,4.64,42.16,141.23,102.76,131.49,49.0,43.12,145.73,371.0,47.86,1.6,183.7,101.03,533.28,147.78,40.91,82.49,165.14,152.89,57.31,370.72,56.5,86.79,3.27,39.43,262.95,84.85,5.05,53.18,6.72,133.63,35.39,114.66,38.01,105.84,71.58,1472.0,47.66,64.71,121.41,8.24,73.88,1.39,44.76,16.47,122.12,13.61,61.58,51.0,6.83,30.73,4.7,104.2,4.02,123.41,317.38,36.74,18.34,109.74,114.6,48.33,13.04,27.77,12.54,107.69,2.8,49.97,38.05,173.69,8.5,10.03,14.22,196.07,57.44,33.2,121.8,6.81,43.13,19.36,19.69,7.79
2020-04-13,68.31,2.36,85.85,320.65,139.53,4.15,25.63,50.94,218.27,11.3,2168.87,3.83,4.16,108.78,90.33,47.36,147.33,199.44,23.92,4.38,3.2,4.72,38.95,39.61,98.37,322.94,58.92,24.91,3.46,5.29,46.68,14.79,114.14,12.25,4.21,33.64,39.62,69.49,299.62,152.5,8.65,41.22,84.91,2.19,38.32,139.8,130.62,7.13,103.5,34.76,8.04,7.45,174.79,8.3,123.53,59.76,7.02,2.14,75.28,93.12,24.37,1210.41,77.82,179.18,38.94,198.79,2.32,21.91,2.85,14.22,137.94,15.54,26.44,121.15,8.9,8.5,5.77,58.7,4.62,42.78,139.77,98.19,132.71,46.93,42.78,144.42,369.94,46.49,1.57,180.12,99.52,543.0,146.4,40.44,80.54,165.51,146.24,59.77,396.72,55.76,84.46,3.25,38.79,269.85,84.2,5.08,52.97,6.71,130.89,35.14,115.95,37.32,105.98,73.3,,47.87,61.83,122.38,8.01,71.76,1.36,44.18,15.95,114.16,13.54,60.09,51.79,7.01,30.19,4.72,104.68,3.98,121.26,315.32,36.19,18.11,106.42,130.19,48.75,12.72,27.21,12.88,107.67,2.77,49.8,36.79,168.99,8.57,9.94,14.17,199.0,56.67,31.43,125.3,6.8,42.76,18.19,19.14,7.81
2020-04-14,71.76,2.36,89.14,340.77,143.87,4.16,25.78,54.93,226.8,11.27,2283.32,3.64,4.19,110.53,88.39,48.68,141.0,204.78,23.73,4.05,3.17,4.69,39.46,40.36,100.92,333.76,60.04,24.44,3.63,5.41,45.42,14.48,116.48,12.44,4.3,33.36,40.08,73.11,314.14,157.71,8.73,42.78,84.61,2.11,38.43,138.13,133.81,7.38,106.03,35.74,8.28,7.37,178.17,8.32,125.08,60.26,6.93,2.24,77.75,100.06,24.43,1265.23,81.99,178.23,40.38,207.17,2.36,22.04,3.07,13.72,140.59,15.92,26.85,123.91,9.04,8.67,5.63,60.66,4.69,43.86,146.03,95.5,140.09,48.92,43.59,151.11,380.03,48.13,1.57,183.99,101.2,562.02,150.14,42.12,82.84,173.7,152.79,59.89,413.55,56.72,87.47,3.37,38.38,283.95,86.22,5.15,54.0,6.68,138.4,36.44,120.96,37.54,109.79,77.55,1421.0,47.99,65.07,123.33,8.11,73.67,1.41,45.63,15.54,116.18,13.78,61.43,51.78,7.24,31.13,4.79,108.38,4.03,124.64,326.37,35.36,18.11,108.02,141.98,50.63,12.91,27.94,12.9,110.95,2.73,51.21,35.8,174.62,8.59,9.94,14.16,204.34,58.14,30.18,129.0,6.86,42.43,19.0,19.51,7.97
2020-04-15,71.11,2.29,90.94,332.55,137.64,4.01,24.08,54.99,221.8,10.66,2307.68,3.86,4.16,106.98,83.79,48.03,145.98,208.17,22.19,3.9,2.93,4.33,36.92,38.41,100.87,326.94,59.46,22.84,3.62,5.14,42.86,14.25,111.53,12.08,4.22,32.42,39.24,72.65,310.27,155.63,8.09,41.52,82.49,2.06,35.57,135.31,132.69,6.9,103.37,36.19,8.11,7.02,176.97,7.67,119.9,58.33,6.5,2.17,74.63,97.8,24.47,1257.3,77.93,178.52,39.82,198.48,2.23,21.41,2.86,14.0,134.84,15.0,25.45,118.69,8.56,8.33,5.1,58.87,4.5,44.6,147.66,90.79,137.67,47.61,42.46,151.18,374.38,47.1,1.43,177.84,97.32,588.64,145.16,40.91,82.07,171.88,148.62,58.22,426.75,55.31,85.04,3.23,35.53,280.84,85.61,4.91,53.16,6.32,135.03,35.97,121.22,35.72,107.95,75.99,1315.8,46.02,62.33,118.65,7.77,72.55,1.35,42.91,14.73,109.67,13.58,62.07,49.77,7.03,30.09,4.57,106.24,3.82,122.99,325.83,33.68,19.24,102.17,145.97,49.66,12.48,27.51,12.48,107.98,2.73,49.9,33.33,165.96,8.26,9.72,13.54,201.3,56.93,28.44,128.76,6.55,40.48,17.27,18.59,7.9
2020-04-16,71.67,2.2,96.0,342.7,136.92,3.99,23.18,56.95,230.9,10.57,2408.19,3.72,4.36,104.68,81.35,49.13,134.24,212.66,21.42,3.77,2.8,4.3,38.11,38.61,102.82,338.34,59.56,21.85,3.67,4.91,40.52,12.89,113.22,12.26,4.29,32.0,39.05,72.84,321.56,157.06,7.83,41.5,79.99,1.98,36.22,129.95,133.21,6.74,102.02,37.22,8.37,6.99,176.25,7.58,119.08,57.53,6.24,2.19,76.54,100.06,25.0,1257.43,78.66,177.04,41.8,199.85,2.38,21.01,2.89,13.5,132.33,15.24,25.26,115.73,8.77,8.22,4.98,60.79,4.31,47.5,149.67,87.33,139.73,47.1,41.81,154.73,377.88,45.9,1.41,179.5,95.7,612.71,144.9,40.4,83.0,177.04,152.75,59.9,439.17,55.9,86.3,3.46,35.51,294.7,87.54,4.92,53.7,6.14,135.64,35.88,121.5,35.44,108.31,76.85,1272.0,46.47,62.45,119.28,7.81,73.51,1.33,42.03,14.05,110.79,13.02,62.24,49.38,6.91,30.16,4.52,109.3,3.75,121.83,328.84,32.25,18.43,99.81,149.04,52.4,12.53,26.55,12.52,111.39,2.67,50.16,31.78,162.42,8.13,9.28,13.39,206.12,57.66,26.89,132.33,6.51,39.15,16.91,18.34,7.82
2020-04-17,70.7,2.22,96.01,344.11,141.08,4.06,24.5,56.6,234.97,11.15,2375.0,3.82,4.26,109.36,87.39,50.03,154.0,209.5,23.28,3.85,2.89,4.55,40.09,40.02,105.0,342.55,60.6,23.43,3.62,5.07,45.45,14.03,116.3,12.2,4.13,32.41,39.04,73.42,317.92,162.62,8.24,42.48,87.17,2.17,38.36,138.46,137.33,6.88,106.63,37.46,8.72,7.16,179.24,8.34,124.85,58.07,6.84,2.34,83.99,103.02,24.54,1279.0,82.11,183.49,42.07,209.42,2.17,22.63,2.78,13.59,138.32,15.52,25.96,120.12,9.53,8.58,5.26,60.36,4.42,46.15,152.02,95.18,141.94,48.06,41.75,157.29,401.51,47.01,1.48,186.1,103.33,597.5,146.46,40.85,83.46,178.6,157.77,59.23,422.96,56.96,89.91,3.48,37.33,292.32,89.29,4.97,54.62,6.45,137.55,36.91,124.69,36.11,111.85,76.17,1343.2,47.64,66.07,123.41,8.06,77.1,1.39,44.12,15.28,118.33,12.98,64.44,50.24,6.79,31.23,4.56,113.42,3.74,124.61,331.58,34.51,18.78,105.07,150.78,53.69,12.36,26.7,12.77,113.55,2.7,50.5,35.06,169.54,8.36,9.17,13.78,209.93,58.46,28.38,132.12,6.79,43.22,18.12,19.7,7.98
2020-04-20,69.23,2.24,98.0,344.88,139.82,3.99,23.75,56.97,236.6,10.92,2393.61,3.72,4.39,104.9,84.01,50.44,143.61,212.13,22.5,3.67,2.83,4.44,38.88,38.77,104.68,339.41,61.68,22.35,3.59,4.84,44.01,13.51,114.6,12.24,4.44,32.75,39.01,72.16,312.08,162.76,8.13,42.54,83.57,2.1,39.72,137.3,134.05,6.75,102.26,37.64,8.5,6.87,178.24,8.02,122.64,57.02,6.51,2.2,81.26,102.6,24.92,1261.15,80.05,180.4,41.72,206.05,2.33,22.33,2.94,14.12,135.7,15.36,25.52,120.41,9.21,8.51,5.07,59.18,4.25,45.2,151.67,91.71,139.72,46.53,41.01,157.79,383.21,43.13,1.42,181.65,101.54,601.64,143.67,39.07,83.1,175.06,155.38,59.54,437.49,55.61,87.9,3.44,36.53,287.05,89.78,4.84,53.91,6.27,134.55,36.08,120.6,35.41,112.17,74.31,1345.0,46.4,64.98,122.56,7.69,75.32,1.33,43.48,15.21,114.66,12.92,63.55,49.22,6.52,30.98,4.46,108.98,3.69,121.71,327.16,33.0,18.07,101.78,149.27,52.59,12.05,27.01,12.78,111.53,2.68,51.23,34.25,164.22,7.99,9.14,13.68,210.9,58.13,27.68,129.85,6.59,41.18,17.83,19.99,7.8
2020-04-21,67.09,2.23,94.05,328.99,133.61,3.91,22.25,52.92,230.75,10.76,2328.12,3.5,4.36,103.26,81.52,50.07,136.33,207.34,21.64,3.52,2.67,4.26,36.13,36.83,101.41,329.01,60.59,21.64,3.46,4.64,41.57,12.63,109.85,11.97,4.17,32.36,38.22,70.61,301.33,150.56,7.76,40.55,81.64,1.97,39.07,134.06,129.21,6.37,100.54,37.61,8.16,6.38,170.8,7.41,120.48,55.83,6.48,2.14,78.53,97.24,24.82,1212.16,78.04,173.81,41.2,200.61,2.27,21.78,2.82,13.66,132.0,14.42,24.68,116.76,8.47,8.25,4.93,56.36,4.05,43.24,149.68,89.05,139.47,45.38,40.12,152.67,373.44,40.69,1.39,177.58,97.61,573.38,141.63,37.76,78.56,167.82,144.68,59.27,433.83,55.18,85.2,3.36,36.05,269.51,88.27,4.7,51.31,6.05,130.94,35.62,119.68,33.94,107.54,71.84,1288.0,44.63,62.65,116.0,7.54,72.72,1.31,42.28,14.69,110.54,12.44,62.05,48.4,6.6,29.87,4.32,106.9,3.59,120.67,319.62,32.53,17.36,101.78,137.34,51.37,11.83,25.75,13.1,106.84,2.6,50.31,32.73,160.53,7.79,8.86,13.06,206.75,56.82,26.84,129.21,6.69,40.96,16.77,19.1,7.56
2020-04-22,69.03,2.17,95.48,336.77,138.7,4.03,22.26,55.92,229.29,10.91,2363.49,3.5,4.65,105.37,82.54,50.36,134.97,209.96,21.8,3.6,2.76,4.27,37.8,37.75,101.75,298.01,60.93,23.33,3.6,4.66,42.24,12.0,110.64,13.2,4.3,32.74,39.73,71.21,309.42,154.14,7.89,41.76,84.44,1.94,39.87,136.21,132.36,6.4,100.99,38.25,8.4,6.55,182.28,7.64,118.54,56.26,6.43,2.15,81.31,104.45,26.48,1258.41,78.96,175.98,41.91,204.17,2.4,21.86,3.08,13.55,133.03,14.79,24.97,119.31,9.0,8.55,5.07,60.1,4.12,44.99,152.99,89.34,142.8,45.68,40.48,156.71,380.4,41.03,1.41,186.48,96.08,601.05,143.61,37.81,79.98,173.52,151.59,61.73,421.42,57.73,88.77,3.38,36.4,286.15,88.3,4.93,52.27,6.34,132.62,36.25,119.4,34.82,115.19,74.68,1349.6,46.29,63.45,117.1,7.97,77.45,1.32,42.88,15.34,113.76,17.01,62.68,49.03,6.48,29.47,4.44,106.84,3.61,121.43,335.59,34.37,17.35,101.79,146.42,52.95,12.41,28.44,13.57,111.98,2.66,50.56,33.25,166.59,7.97,9.03,13.26,215.66,57.99,26.8,131.59,6.51,42.13,17.09,19.18,7.72
2020-04-23,68.76,2.12,93.94,335.37,135.92,4.15,22.66,55.9,232.49,10.86,2399.45,3.66,4.72,106.73,82.46,50.39,137.74,205.24,21.87,3.48,2.83,4.39,39.13,38.35,99.85,292.25,60.95,23.38,3.53,4.52,42.46,12.01,112.91,12.51,3.65,32.91,39.34,71.23,305.4,151.72,7.88,41.62,86.8,1.92,41.2,137.11,131.98,6.42,101.0,37.91,8.26,6.69,185.13,7.81,120.88,56.53,6.52,2.16,77.78,106.12,26.74,1271.17,79.3,175.05,42.21,202.32,2.47,22.48,3.55,14.31,134.68,14.62,25.01,121.35,9.04,8.79,5.16,59.04,4.0,44.94,155.51,89.39,140.36,45.07,39.7,159.93,376.73,45.96,1.44,182.04,95.83,586.71,144.33,38.45,80.88,171.42,153.61,62.44,426.7,57.23,87.35,3.39,37.72,284.01,88.1,4.94,51.97,6.31,130.26,36.69,119.4,35.02,115.24,73.81,1400.0,46.04,63.29,115.15,7.61,75.15,1.31,42.5,16.52,113.67,16.06,62.06,48.85,6.66,29.5,4.34,103.86,3.64,121.68,320.51,34.61,18.52,100.45,141.13,52.64,12.16,27.86,13.79,110.46,2.65,49.1,33.37,166.38,7.86,8.79,13.21,213.0,57.59,26.53,128.53,6.71,43.45,17.39,19.73,7.7
2020-04-24,70.74,2.0,94.06,344.1,139.23,4.08,23.35,56.18,236.28,10.9,2410.22,3.55,4.76,108.54,83.17,51.18,128.98,204.36,22.18,3.12,2.76,4.42,39.61,39.07,100.95,297.8,62.25,23.39,3.3,4.14,43.1,13.08,114.04,11.85,3.6,33.68,39.67,71.4,310.55,153.98,8.08,42.52,87.01,1.86,41.9,138.63,133.06,6.24,101.19,39.35,8.09,5.82,190.07,8.48,123.06,56.62,6.26,1.95,79.64,105.87,27.1,1276.6,78.92,177.0,42.5,212.18,2.47,22.73,3.77,14.32,135.52,15.0,24.98,124.72,8.72,8.76,5.03,59.26,3.66,45.05,154.86,90.71,141.66,45.43,38.78,162.93,381.77,43.78,1.44,184.02,99.3,571.27,147.0,39.42,81.43,174.55,152.8,63.11,424.99,58.13,88.37,3.39,37.87,289.59,89.05,4.98,53.01,5.66,134.36,37.38,118.78,35.1,120.18,76.04,1348.4,46.5,63.43,116.49,6.57,75.58,1.22,42.89,16.11,116.07,16.0,62.96,48.7,6.88,29.71,4.41,107.82,3.6,122.56,328.7,34.15,18.44,100.82,145.03,52.73,10.66,28.74,13.56,113.93,2.38,49.35,34.0,167.32,7.67,8.16,13.64,212.13,57.93,26.92,129.44,6.82,43.73,17.97,20.36,7.59
2020-04-27,70.79,2.08,94.95,348.5,142.22,4.03,24.18,56.49,242.43,11.04,2376.0,3.52,4.77,114.0,85.06,51.48,128.68,203.69,23.47,3.24,2.88,4.53,39.69,39.5,100.56,303.24,62.56,24.31,3.61,4.31,46.56,15.2,115.2,12.25,3.68,34.29,40.51,71.03,308.78,157.63,8.38,43.06,89.71,1.93,43.82,139.7,136.45,6.55,106.06,39.63,8.28,5.41,187.5,8.85,127.29,58.94,6.43,2.03,79.9,111.0,26.93,1270.86,80.74,183.54,42.63,217.76,2.5,23.57,3.65,15.11,139.88,15.03,25.82,125.92,9.23,8.93,5.31,59.47,3.8,45.58,154.29,94.62,140.36,46.78,39.65,161.29,378.57,46.38,1.47,185.89,100.76,589.47,153.65,39.75,83.98,174.05,154.44,62.61,421.38,58.6,89.37,3.46,40.5,297.08,89.59,5.01,53.37,6.0,134.46,38.33,117.45,35.5,120.53,75.98,1366.2,46.89,65.07,116.86,7.14,77.74,1.23,44.4,16.05,125.04,16.91,63.45,49.4,7.1,30.54,4.4,109.88,3.73,124.2,342.71,35.16,18.7,102.89,159.75,53.51,11.04,30.0,14.02,115.78,2.52,49.13,35.88,171.76,7.88,8.37,13.84,214.23,57.81,28.41,128.3,7.28,43.94,17.82,21.11,7.54
2020-04-28,69.64,2.13,91.46,333.45,143.01,3.99,25.28,55.51,237.67,11.35,2314.08,3.71,4.74,114.68,88.19,50.97,131.3,201.15,23.89,3.6,3.12,4.87,40.42,39.94,97.13,305.22,62.14,24.16,3.69,4.89,47.21,16.52,115.46,12.17,4.05,34.36,40.28,71.11,304.95,154.46,8.84,42.49,89.91,2.09,46.41,141.56,137.69,6.54,106.21,39.08,8.18,5.95,182.91,8.92,127.74,61.96,6.8,2.17,78.67,116.01,26.96,1232.59,83.4,187.01,42.09,217.63,2.49,23.33,3.57,14.48,142.76,15.52,25.88,126.27,9.26,8.79,5.53,58.75,4.25,43.58,151.39,95.29,141.0,46.74,40.95,157.3,384.73,46.58,1.6,185.93,98.04,598.54,157.61,40.71,81.18,169.81,145.43,62.67,403.83,58.41,88.8,3.41,40.49,291.36,88.04,5.0,53.2,6.56,136.32,37.91,116.89,35.66,116.14,75.29,1404.4,46.96,65.39,116.86,7.59,78.69,1.37,45.55,16.15,126.39,16.41,62.92,49.43,6.98,30.65,4.43,112.0,3.65,125.49,332.46,35.69,19.1,104.29,153.82,52.76,11.36,28.79,14.21,114.24,2.64,48.66,36.65,171.25,8.11,8.43,13.93,211.07,57.83,28.87,128.0,7.54,44.97,17.74,20.4,7.51
2020-04-29,71.93,2.19,92.28,349.17,145.84,3.98,27.23,53.66,235.69,12.18,2372.71,3.95,4.81,114.16,96.12,50.72,139.0,206.7,24.78,3.84,3.39,5.52,41.65,42.11,99.67,304.71,61.63,25.43,3.83,5.25,50.26,17.0,120.06,12.69,4.35,34.29,40.58,70.16,307.09,160.43,9.37,43.34,94.62,2.23,48.17,147.1,137.74,7.21,112.25,39.03,8.45,6.59,194.19,9.26,129.48,66.37,6.58,2.32,83.14,118.0,26.55,1342.18,82.91,190.03,41.85,221.81,2.74,23.89,3.75,15.07,146.16,16.28,26.58,128.69,10.14,9.49,5.89,61.8,4.47,44.34,150.24,97.86,138.96,47.12,41.77,155.16,387.91,48.89,1.7,187.82,99.14,602.42,156.26,40.47,80.77,177.43,148.92,62.35,411.89,58.75,88.07,3.51,42.5,298.46,85.71,5.26,53.88,7.14,133.36,38.12,117.08,36.66,123.58,78.97,1451.4,48.87,67.9,119.15,7.92,76.86,1.66,47.78,18.2,135.52,17.83,64.58,51.02,7.38,31.43,4.66,112.1,3.91,127.86,335.62,37.5,20.47,106.0,160.1,54.48,12.13,31.09,14.82,119.4,2.89,49.22,38.46,181.79,8.76,8.81,14.86,211.39,58.12,30.0,123.6,8.0,47.46,19.29,24.43,7.62
2020-04-30,73.45,2.15,92.09,353.64,146.69,3.99,25.43,52.39,239.22,12.04,2474.0,3.81,4.68,110.39,91.25,52.28,141.02,202.67,24.05,3.52,3.2,5.29,39.67,40.68,100.93,296.83,60.81,23.8,3.58,4.92,48.56,16.48,116.38,12.21,4.21,33.6,39.97,70.27,303.0,161.95,9.04,42.38,92.0,2.12,47.02,145.06,138.65,6.9,108.15,39.83,8.46,6.33,204.71,8.83,126.77,64.33,6.8,2.15,84.0,115.67,25.72,1346.7,81.16,183.42,42.07,219.83,2.63,24.05,3.62,14.93,141.9,15.51,25.73,125.56,9.76,9.23,5.5,59.98,4.21,43.1,150.04,95.76,138.48,45.89,41.31,154.64,389.06,48.02,1.57,187.56,97.63,583.51,151.92,39.25,79.34,179.21,143.81,59.48,419.85,58.56,87.18,3.58,41.19,292.28,84.73,5.05,52.97,6.91,132.29,38.36,117.87,35.83,123.0,78.67,1286.4,46.19,64.81,118.54,7.66,76.73,1.6,46.16,16.82,130.29,17.61,64.25,49.68,7.21,30.47,4.56,109.74,3.92,123.59,334.68,35.15,19.97,101.21,156.38,53.13,11.62,28.68,13.59,116.07,2.67,49.42,36.5,178.72,8.25,8.4,14.14,209.49,57.45,29.05,121.55,7.68,46.47,18.29,22.35,7.52
